id,readme,Dependency management,Support,Testing,Reporting,Mobile CI,Community,Security,Chat,IDEs,Monitoring,Code review,Code quality,Publishing,Project management,API management,Open Source management,Mobile,Code search,GitHub Sponsors,Continuous integration,Deployment,Container CI,Localization,Utilities,Desktop tools,AI Assisted,Time tracking,Code Scanning Ready,Backup Utilities,Learning
fregante/setup-git-user,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oxsecurity/megalinter,"# MegaLinter GitHub Action configuration file
# More info at https://megalinter.io
  # Trigger mega-linter at every push. Action will also be visible from Pull Requests to main
  # Apply linter fixes configuration
      # Give the default GITHUB_TOKEN write permission to commit and push, comment issues & post new PR
      # Remove the ones you do not need
      # Git Checkout
      # MegaLinter
        # You can override MegaLinter flavor used to have faster performances
        # More info at https://megalinter.io/flavors/
          # All available variables are described in documentation
          # https://megalinter.io/configuration/
          # ADD YOUR CUSTOM ENV VARIABLES HERE OR DEFINE THEM IN A FILE .mega-linter.yml AT THE ROOT OF YOUR REPOSITORY
          # DISABLE: COPYPASTE,SPELL # Uncomment to disable copy-paste and spell checks
      # Upload MegaLinter artifacts
      # Create pull request if applicable (for now works only on PR from same repository, not from forks)
      # Push new commit if applicable (for now works only on PR from same repository, not from forks)
# MegaLinter GitLab CI job configuration file
# More info at https://megalinter.io/
  # You can override MegaLinter flavor used to have faster performances
  # More info at https://megalinter.io/flavors/
    # All available variables are described in documentation
    # https://megalinter.io/configuration/
    # ADD YOUR CUSTOM ENV VARIABLES HERE TO OVERRIDE VALUES OF .mega-linter.yml AT THE ROOT OF YOUR REPOSITORY
  # Run MegaLinter to detect linting and security issues
      # Checkout repo
      # Pull MegaLinter docker image
      # Run MegaLinter
      # Upload MegaLinter reports
              ## doing this because concourse doesn\'t work as other CI systems
          # params:
            # PARALLEL: true
            # DISABLE: SPELL
            # APPLY_FIXES: all
            # DISABLE_ERRORS: true
            # VALIDATE_ALL_CODEBASE: true
## uncomment this if you want reports as task output
# output:
# - name: reports
#   path: repo/megalinter-reports
        # params:
        #   PARALLEL: true
        #   DISABLE: SPELL
        #   APPLY_FIXES: all
        #   DISABLE_ERRORS: true
        #   VALIDATE_ALL_CODEBASE: true",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vsoch/pull-request-action,"            # do custom parsing of your code / date to derive a branch from",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
plexsystems/container-structure-test-action,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osism/ansible-lint-action,"    # Important: This sets up your GITHUB_WORKSPACE environment variable
      # replace ""main"" with any valid ref
        # [required]
        # Paths to ansible files (i.e., playbooks, tasks, handlers etc..)
        # or valid Ansible directories according to the Ansible role
        # directory structure.
        # If you want to lint multiple ansible files, use the following syntax
        # targets: |
        #   playbook_1.yml
        #   playbook_2.yml
        # [optional]
        # Arguments to override a package and its version to be set explicitly.
        # Must follow the example syntax.
        # [optional]
        # Arguments to be passed to the ansible-lint
        # Options:
        #   -q                    quieter, although not silent output
        #   -p                    parseable output in the format of pep8
        #   --parseable-severity  parseable output including severity of rule
        #   -r RULESDIR           specify one or more rules directories using one or
        #                         more -r arguments. Any -r flags override the default
        #                         rules in ansiblelint/rules, unless -R is also used.
        #   -R                    Use default rules in ansiblelint/rules in addition to
        #                         any extra
        #                         rules directories specified with -r. There is no need
        #                         to specify this if no -r flags are used
        #   -t TAGS               only check rules whose id/tags match these values
        #   -x SKIP_LIST          only check rules whose id/tags do not match these
        #                         values
        #   --nocolor             disable colored output
        #   --exclude=EXCLUDE_PATHS
        #                         path to directories or files to skip. This option is
        #                         repeatable.
        #   -c C                  Specify configuration file to use. Defaults to "".ansible-lint""",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ammaraskar/sphinx-problem-matcher,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fylein/python-pylint-github-action,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messense/maturin-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
saadmk11/changelog-ci,"  # Optionally you can use `workflow_dispatch` to run Changelog CI Manually
      # Checks-out your repository
          # Optional, you can provide any name for your changelog file,
          # We currently support Markdown (.md) and reStructuredText (.rst) files
          # defaults to `CHANGELOG.md` if not provided.
          # Optional, only required when you want more customization
          # e.g: group your changelog by labels with custom titles,
          # different version prefix, pull request title and version number regex etc.
          # config file can be in JSON or YAML format.
          # Optional, This will be used to configure git
          # defaults to `github-actions[bot]` if not provided.
          # Optional, only required when you want to run Changelog CI 
          # on an event other than `pull_request` event.
          # In this example `release_version` is fetched from `workflow_dispatch` events input.
          # You can use any other method to fetch the release version
          # such as environment variable or from output of another action
          # Optional",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ScottBrenner/cfn-lint-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wemake-services/dotenv-linter,"# Next line has leading space which will be removed:
# Equal signs should not be spaced:
# Quotes won\'t be preserved after parsing, do not use them:
# Beware of duplicate keys!
# Respect the convention, use `UPPER_CASE`:",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BobAnkh/auto-generate-changelog,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
filipstefansson/uuid-action,"      # use the output from the `generate-uuid` step",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
erzz/dockle-action,"    # Path to SARIF file relative to the root of the repository
       # Makes sure your .dockleignore file is available to the next step
       # Makes sure your .dockleignore file is available to the next step
      # Here you might use a docker login action, or something else",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shogo82148/actions-goveralls,"  # notifies that all test jobs are finished.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dblock/create-a-github-issue,"# .github/workflows/issue-on-push.yml",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puneetmatharu/cmake-format-lint-action,"      # Arguments to be passed to cmake-format.
      #
      # Options:
      #   -h, --help            show this help message and exit
      #   -v, --version         show program's version number and exit
      #   -l {error,warning,info,debug}, --log-level {error,warning,info,debug}
      #   --dump-config [{yaml,json,python}]
      #                         If specified, print the default configuration to stdout and exit
      #   --dump {lex,parse,parsedb,layout,markup}
      #   --no-help             When used with --dump-config, will omit helptext comments in the output
      #   --no-default          When used with --dump-config, will omit any unmodified configuration value.
      #   -i, --in-place
      #   --check               Exit with status code 0 if formatting would not change file contents, or status code 1 if it would
      #   -o OUTFILE_PATH, --outfile-path OUTFILE_PATH
      #                         Where to write the formatted file. Default is stdout.
      #   -c CONFIG_FILES [CONFIG_FILES ...], --config-files CONFIG_FILES [CONFIG_FILES ...]
      #                         path to configuration file(s)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/action-git-diff-suggestions,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MayMeow/action-mattermost-notify,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wasmerio/setup-wasmer,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkusu/s3-upload-action,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DerJuulsn/todo-issue,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
carloscastrojumo/github-cherry-pick-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
fjeremic/cron-first-interaction,"##[error] HttpError: Resource not accessible by integration
##[error] Resource not accessible by integration
##[error] Node run failed with exit code 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fjeremic/cron-labeler,"##[error] HttpError: Resource not accessible by integration
##[error] Resource not accessible by integration
##[error] Node run failed with exit code 1
# Add \'label1\' to any changes within \'example\' folder or any subfolders
# Add \'label2\' to any file changes within \'example2\' folder
# Add \'repo\' label to any root file changes
# Add \'@domain/core\' label to any change within the \'core\' package
# Add \'test\' label to any change to *.spec.js files within the source dir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jpetrucciani/black-check,"# or specify a path!
# or specify more flags!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ewels/rich-codex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
nf-core/setup-nextflow,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
karancode/yamllint-github-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GuoJuna/sync-repo-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
edplato/trufflehog-actions-scan,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
imranismail/setup-kustomize,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
thehanimo/pr-title-checker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shufo/auto-assign-reviewer-by-files,"# you can use glob pattern
# you can set multiple reviewers
# you can set team reviewers (repo scope token required)
# it will matches only js files under the root directory
# it will matches `.github/foo.yaml` but not `.github/workflows/bar.yaml`
# it will match any files",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Renato66/auto-label,"      # Trigger the action only on relevant activity types.
      # It\'s actually not harmful to trigger the action on all activity types.
# A GitHub token created for a PR coming from a fork doesn\'t have
# \'admin\' or \'write\' permission (which is required to add labels)
# To avoid this issue, you can use the `scheduled` event and run
# this action on a certain interval.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LASER-Yi/workflow-status,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theleagueof/fontship,"# Just static OTF fonts
# All static formats
# All variable formats
# Just variable TTF format",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
yi-Xu-0100/traffic-to-badge,"          #(default) static_list: ${{ github.repository }}
          #(default) traffic_branch: traffic
          #(default) views_color: brightgreen
          #(default) clones_color: brightgreen
          #(default) views_week_color: brightgreen
          #(default) clones_week_color: brightgreen
          #(default) total_views_color: brightgreen
          #(default) total_clones_color: brightgreen
          #(default) total_views_week_color: brightgreen
          #(default) total_clones_week_color: brightgreen
          #(default) logo: github
  # Maintain dependencies for GitHub Actions",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everlytic/branch-merge,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
JonasAlfredsson/docker-on-tmpfs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
abhinavsingh/setup-bazel,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wangchucheng/git-repo-sync,"        # Such as https://github.com/wangchucheng/git-repo-sync.git
        # Such as wangchucheng
        # You can store token in your project's 'Setting > Secrets' and reference the name here. Such as ${{ secrets.ACCESS_TOKEN }}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
actions-automation/pull-request-responsibility,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow-actions/tweet,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lauchacarro/Azure-Storage-Action,"# File: .github/workflows/workflow.yml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ArtemSBulgakov/buildozer-action,"  # Build job. Builds app for Android with Buildozer
  # Build job. Builds app for Android with Buildozer
# Format all files",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zofrex/mirror-branch,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HarshCasper/validate-issues-over-pull-requests,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sibiraj-s/action-eslint,"  # run eslint on all files if eslintrc changes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
erclu/check-crlf,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
adamkdean/simple-slack-notify,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andresz1/size-limit-action,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depot/setup-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
szymansd/auto-release-notes,"# Features:
# Chores:",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mnao305/chrome-extension-upload,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
snok/latest-python-versions,"  # Define the job to run before your matrix job
  # Then use the output from the previous job in the matrix definition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
amondnet/vercel-action,"      #  your build commands
      # - run: |
      #    ng build --prod",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
saulmaldonado/skip-workflow,"  # or
  # or
  # or
  # or",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Niraj-Kamdar/manylinux-wheel-builder,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CyberAndrii/setup-steamcmd,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
korelstar/xmllint-problem-matcher,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dropseed/changerelease,"        # optional
    # Convert to markdown first
    # https://github.com/pandoc/pandoc-action-example
        # optional",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suo/flake8-github-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XAMPPRocky/get-github-release,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
domjtalbot/skip-commit,"      # Checkout codebase triggered by commit
          # Fetch depth is 2 so that the last pull
          # request commit can be read.
      # Does the last commit message contain a skip request?
          # The string filter to find in the
          # last commit.
  # A test job that only runs when the last commit
  # message doesn\'t contain \'[skip example-job]\'.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
actions-cool/emoji-helper,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nrwl/nx-set-shas,"# ... more CI config ...
          # We need to fetch all branches and commits so that Nx affected has a base to compare against.
      # In any subsequent steps within this job (myjob) we can reference the resolved SHAs
      # using either the step outputs or environment variables:
      # ===========================================================================
      # OPTION 1) Environment variables
      # ===========================================================================
      # ===========================================================================
      # OPTION 2) Step outputs (in this case we must give the step an ""id"")
      # ===========================================================================
      # ... more CI config ...
    # The ""main"" branch of your repository (the base branch which you target with PRs).
    # Common names for this branch include main and master.
    #
    # Default: main
    # Applies the derived SHAs for base and head as NX_BASE and NX_HEAD environment variables within the current Job.
    #
    # Default: true
    # By default, if no successful workflow run is found on the main branch to determine the SHA, we will log a warning and use HEAD~1. Enable this option to error and exit instead.
    #
    # Default: false
    # The type of event to check for the last successful commit corresponding to that workflow-id, e.g. push, pull-request, release etc.
    #
    # Default: push
    # The path where your repository is. This is only required for cases where the repository code is checked out or moved to a specific path.
    #
    # Default: .
    # The ID of the github action workflow to check for successful run or the name of the file name containing the workflow. 
    # E.g. \'ci.yml\'. If not provided, current workflow id will be used
    #",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
technote-space/package-version-check-action,"      # Use this GitHub Action
      # Use this GitHub Action
      # Use this GitHub Action",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
magefile/mage-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
preactjs/compressed-size-action,"  # Any JS files anywhere within a dist directory:
  # Always ignore SourceMaps and node_modules:",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
firebelley/godot-export,"# Whenever a tag push matching pattern ""v*"" then run the job
  # job id, can be anything
    # Always use ubuntu-latest for this action
    # Add permission for release creation. Can be made narrower according to your needs
    # Job name, can be anything
      # Always include the checkout step so that 
      # your project is available for Godot to export
      # Use latest version (see releases for all versions)
        # Defining all the required inputs
      # This release action has worked well for me. However, you can most likely use any release action of your choosing.
      # https://github.com/ncipollo/release-action
# Above this line is the workflow job setup
# Note that you can use ${{ github.workspace }} to get the default location of your checked-out repository
# Use firebelley/godot-export sometime after the above step
# Any other intermediate steps can go here
    # ...supply your other options here",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reedyuk/NPM-Version,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
filipstefansson/set-npm-token-action,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
willcaul/jest-github-action,"  # this is just an example, this could be any command that will trigger jest
  # Runs tests related to the changes since the base branch of your pull request
  # Default to false if not set
  # To avoid reporting code coverage, set this variable to false",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
daneden/enable-automerge-action,"  # See note below about using pull_request_target
          # A personal access token that you have generated and saved in the
          # repo or org\xe2\x80\x99s encrypted secrets
          # The name of the PR author to enable automerge for
          # Defaults to dependabot[bot]
          # Allowed values: MERGE | SQUASH | REBASE
          # Defaults to MERGE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PostHog/check-package-version,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
djn24/add-asset-to-release,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
danielchabr/pr-labels-checker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
mujo-code/puppeteer-headful,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palmerhq/changecast,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technote-space/release-github-actions,"#on:
#  push:
#    tags:
#      - ""v*""",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
streetsidesoftware/cspell-action,"    # Github token used to fetch the list of changed files in the commit.
    # Default: ${{ github.token }}
    # Define glob patterns to filter the files to be checked. Use a new line between patterns to define multiple patterns.
    # The default is to check ALL files that were changed in in the pull_request or push.
    # Note: `ignorePaths` defined in cspell.json still apply.
    # Example:
    # files: |
    #   **/*.{ts,js}
    #   !dist/**/*.{ts,js}
    #   # Hidden directories need an explicit .* to be included
    #   .*/**/*.yml
    #
    # To not check hidden files, use:
    # files: ""**""
    #
    # Default: ALL files
    # Check files and directories starting with `.`.
    # - ""true"" - glob searches will match against `.dot` files.
    # - ""false"" - `.dot` files will NOT be checked.
    # - ""explicit"" - glob patterns can match explicit `.dot` patterns.
    # The point in the directory tree to start spell checking.
    # Default: .
    # Notification level to use with inline reporting of spelling errors.
    # Allowed values are: warning, error, none
    # Default: warning
    # Determines if the action should be failed if any spelling issues are found.
    # Allowed values are: true, false
    # Default: true
    # Limit the files checked to the ones in the pull request or push.
    # Path to `cspell.json`
    # Log progress and other information during the action execution.
    # Default: false",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
expo/expo-github-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
snyk/release-notes-preview,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BetaHuhn/repo-file-sync-action,"# README.md
# README.md
# child.yml
  # first group
  # second group
# or in a group
  # dependabot files
  # GitHub Sponsors config
  # Semantic release
  # Stale issues workflow
  # Lint CI workflow
  # MIT License",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
chabad360/htmlproofer,"          # The directory to scan
          # The arguments to pass to HTMLProofer",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
srealmoreno/label-sync-action,"          # Optional:
          # Optional:
          # Optional:
          # Clean other labels not defined in the config file(s)
          # Optional:
          # You can specify a array of the repositories to be excluded
          # You can specify regex to exclude repositories
          # Optional:
          # Optional:
          # Optional:
          # Optional:
          # Optional:
          # Optional:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ory/closed-reference-notifier,"          # fall back to 5 when the issueLimit is not available (e.g. with a scheduled event)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
actions-cool/issues-similarity-analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wow-actions/use-app-token,"      # Use token in next steps
          # Use app token in outpus of the \'generate_token\' step
          # Use app name in outpus of the \'generate_token\' step
      # Use token in next steps
          # Use app token in the environment variable named ""BOT_TOKEN""
          # Use app name in the environment variable named ""BOT_NAME""
          # Specify true to save app token and app slug into the secrets of current repository
          # Specify true to clean saved secrets when workflow run completed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ludeeus/dockerfile-updater,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
akosbalasko/coffee-readme,"    # Runs at every 12AM UTC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
codepunkt/npm-lockfile-changes,"    # Permission overwrite is required for Dependabot PRs, see ""Common issues"" below.
          # Optional inputs, can be deleted safely if you are happy with default values.
    #####
    #####",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dirrk/action-docs,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baptiste0928/cargo-install,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
giboow/action-aws-cli,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SchoofsKelvin/event-utilities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
jarylc/github-app-token,"          # Optional (defaults to the current owner)
          # owner: jarylc",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
msimerson/node-lts-versions,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ahmadnassri/action-dependabot-auto-merge,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jetli/wasm-pack-action,"    # Optional version of wasm-pack to install(eg. \'v0.9.1\', \'latest\')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
treosh/lighthouse-ci-action,"          # no urls needed, since it uses local folder to scan .html files
# Example of output usage",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
generates/changeset-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lirantal/is-website-vulnerable,"# Clone Repo:
# Change to repo\'s cloned directory:
# Build Image locally:
# Run container:",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strumwolf/delete-deployment-environment,"#
# Cleans up a GitHub PR
#
      # Points to a recent commit instead of `main` to avoid supply chain attacks. (The latest tag is very old.)
          # Use a JWT created with your GitHub App\'s private key
          # \xe2\x9a\xa0\xef\xb8\x8f The provided token needs permission for admin write:org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
